Elementos,Aspectos,Esfera de Governo,Local,Tipo de documento,Título do documento,Ano,Tipo de Legislação,Descrição,Trecho da Lei,Link,observações 
Sinalização para pedestre,Sinalização tátil ,Município,Recife,Decreto,Regulamentação de calçadas Decreto 20.604/2004,2004,obrigatoriedade,Indica as situações onde deve ser utilizado piso tátil direcional e de alerta.,"Art. 7º Deverá ser utilizado, para sinalizar situações que envolvam risco de segurança, o piso tátil de alerta, cromodiferenciado ou associado à faixa de cor contrastante com o piso adjacente.
Art. 8º Deverá ser utilizado quando da ausência ou descontinuidade de linha guia identificável, o piso tátil direcional, como guia de encaminhamento em ambientes internos ou externos, ou quando houver caminhos preferenciais de circulação.

",http://www.legiscidade.recife.pe.gov.br/decreto/20604/,
Sinalização para pedestre,Sinalização tátil ,Distrito Federal,Brasília,Cartilha,Cartilha de acessibilidade do Distrito Federal Vol II - Projetos Urbanos,2010,obrigatoriedade,Indica as situações onde deve ser utilizado piso tátil direcional e de alerta.,"A sinalização tátil no piso pode ser do tipo de alerta ou direcional. Ambas devem ter cor contrastante com a do piso adjacente e podem ser sobrepostas ou integradas ao piso existente. O piso tátil de alerta em calçadas deve ser implantado perpendicularmente ao sentido de deslocamento nas situações: a. no início e término de escadas e rampas; b. junto a desníveis, tais como plataformas de embarque e desembarque, abrigos de ônibus, passarelas, vãos, entre outros; c. ao longo de toda a extensão onde houver risco de queda, a uma distância da borda de, no mínimo, 0,50m (cinquenta centímetros); d. no rebaixamento de calçada para travessia da pista de rolamento; e. nas calçadas, em obstáculos suspensos que tenham o volume maior na parte superior do que na base, sendo que a superfície a ser sinalizada deve exceder em 0,60m (sessenta centímetros) a projeção do obstáculo; f. em mobiliário urbano localizado na calçada. A sinalização tátil direcional deve ser utilizada em áreas de circulação na ausência ou interrupção da guia de balizamento ou da linha-guia identificável, indicando o caminho a ser percorrido e em espaços amplos, inseridas em rotas acessíveis. Quando o piso adjacente ao piso tátil direcional tiver textura, recomenda-se que a sinalização tátil direcional seja lisa .",http://acessibilidade.net.br/downloads/cartilhas/Cartilha_acessibilidade%20_projetos_urbanos-vl2.pdf,
Sinalização para pedestre,Sinalização tátil ,Município,São Paulo,Decreto,Decreto 45.904/2005 Padronização dos passeios.,2005,orientação,Indica Resolução da Comissão Permanente de Acessibilidade do Município de São Paulo como orientadora dos critérios para instalação de sinalização tátil de alerta e direcional.,"Art. 20. A utilização de sinalização tátil de piso na execução de rampas pré-fabricadas para rebaixamentos de calçadas e guias junto à faixa de travessia de pedestres e junto à marca de canalização de vagas destinadas ao estacionamento de veículos que transportam pessoas com deficiência nas vias e logradouros públicos do Município, nas plataformas de embarque e desembarque e na aplicação de mobiliário urbano, deverá atender aos critérios de projeto e instalação estabelecidos na Resolução CPA/SEHAB-G/014/2004, que editou o documento denominado ""Norma Técnica para Pisos Táteis"", ou regulamentação superveniente que a substitua.",http://www3.prefeitura.sp.gov.br/cadlem/secretarias/negocios_juridicos/cadlem/integra.asp?alt=20052005D%20459040000,
Velocidade máxima permitida na via,Regra,Federal,Brasil,Código,Código de Trânsito Brasileiro,2015,obrigatoriedade,Estabelece velocidades máximas das vias.,"Art. 61. A velocidade máxima permitida para a via será indicada por meio de sinalização, obedecidas suas características técnicas e as condições de trânsito. § 1º Onde não existir sinalização regulamentadora, a velocidade máxima será de: I - nas vias urbanas: a) oitenta quilômetros por hora, nas vias de trânsito rápido; b) sessenta quilômetros por hora, nas vias arteriais; c) quarenta quilômetros por hora, nas vias coletoras; d) trinta quilômetros por hora, nas vias locais",http://www.denatran.gov.br/download/CTB2015.pdf,
Velocidade máxima permitida na via,Regra,Federal,Brasil,Manual,Manual Brasileiro de Sinalização de Trânsito Volume I – Sinalização Vertical de Regulamentação,2007,obrigatoriedade,Estabelece velocidades máximas das vias.,Velocidade máxima permitida Tabela 1 - Vias Urbanas: via de trânsito rápido: 80 ou 90km/h; Via arterial (2 ou mais faixas de trânsito por sentido): 60 ou 70km/h; Via arterial (1 (uma) faixa de trânsito por sentido): 50 ou 60km/h; Via coletora: 40 ou 50km/h; Via local: 30 ou 40km/h.,http://www.denatran.gov.br/publicacoes/show_public.asp?cod=22,
Velocidade máxima permitida na via,Regra,Município,Rio de Janeiro,Caderno,Caderno de Instruções GPV (Gerência de Projetos Viários),2013,obrigatoriedade,Estabelece velocidades máximas das vias.,QUADRO 1 - CARACTERÍSTICAS GEOMÉTRICAS BÁSICAS DAS VIAS URBANAS: Vias Estruturais ou Expressas - 100km/h; Via Arterial Principal - 70km/h; Via Arterial Secundária - 60km/h; Via Coletora - 50km/h; Via Local - 30km/h; Corredor de ônibus - 60km/h,http://www.rio.rj.gov.br/web/smo/coordenadoria-de-projetos,
Moderação de tráfego,Responsável,Município,São Paulo,Portaria,"PORTARIA  No 43/2009   Secretaria Municpal de Transportes - SMT 
",2009,permissão,Estabele os órgãos responsáveis pelos procedimentos para implantação de Projeto de Moderação de tráfego e os tipos de soluções possíveis. ,"Art. 1° – A implantação de obras de melhoria do sistema viário e/ou sinalização de trânsito, nas vias sob circunscrição municipal, Traffic Calming ou Moderação de Tráfego será autorizada pelo Secretário Municipal de Transportes, após estudos realizados pela CET e parecer do DSV, nos termos desta portaria. Parágrafo único - As disposições constantes desta Portaria aplicam-se a implantação de elementos de engenharia de tráfego, utilizados para a redução da velocidade veicular, bem como a ordenação de movimentos veiculares e de pedestres, propiciando condições de circulação seguras e compatíveis com a classificação viária, como: a) Avanços de calçada e/ ou estreitamentos de via; b) Ilhas de canalização para pedestres; c) Pavimento diferenciado de alerta (cor e/ou material); d) Faixa elevada para travessia de pedestres; e) Intersecções elevadas; f) Chicanes; g) Rotatórias e/ou rotatórias ajardinadas; h) Ilhas de apoio para travessia de pedestres; i) Alterações de sentido de circulação e j) Sinalização viária específica para as áreas de intervenção.",http://www.saap.org.br/Noticias.asp?id=116&nivel=02,
Moderação de tráfego,Procedimento,Município,São Paulo,Portaria,"PORTARIA  No 43/2009   Secretaria Municpal de Transportes - SMT 
",2009,orientação,Determina o procedimento para a implantação de moderação de tráfego e as obrigações do requerente.,"Art. 2º – O procedimento para implantação de obras de melhoria do sistema viário e/ou sinalização de trânsito será iniciado por requerimento endereçado à CET (Companhia de Engenharia de Tráfego). § 1º. O requerimento deverá ser feito pelos interessados, desde que representem os proprietários de imóveis da área para a qual seja feita a solicitação; § 2º. Compete à CET o juízo de admissibilidade do pedido, no prazo de 30 (trinta) dias, “ad referendum” da Diretoria, desde que presentes os seguintes requisitos: I. Aprovação de, no mínimo, 70% dos proprietários dos imóveis da área em estudo, devidamente comprovados com a documentação necessária [...] Art. 3º - Os custos para comprovação dos requisitos exigidos no artigo anterior serão arcados pelo requerente. § 1º - O requerente poderá contratar a CET para a realização da necessária Análise do Sistema Viário, bem como do Estudo do Impacto no Sistema Viário. § 2º - Caso o requerente comprove impossibilidade financeira, a CET poderá realizar os estudos necessários gratuitamente, desde que devidamente autorizada pela Diretoria. Art. 5º - Compete ao requerente: I. Solicitar através de requerimento estudo de viabilidade de medidas de moderação de tráfego II. Comprovar através de abaixo assinado a aprovação de 70% dos moradores e/ou proprietários do bairro em estudo; III. Apresentar levantamento de dados e informações solicitadas; IV. Apresentar Análise Preliminar do Sistema Viário da região e Estudo de Impacto do Sistema Viário; V. Elaborar Projeto Executivo de obras e sinalização; VI. Solicitar autorizações para implantação do projeto; VII. Implantar com recursos próprios os projetos aprovados nos prazos definidos; VIII. Executar correções e/ou adequações necessárias.",http://www.saap.org.br/Noticias.asp?id=116&nivel=02,
Moderação de tráfego,Diretriz,Distrito Federal,Brasília,Cartilha,Cartilha de acessibilidade do Distrito Federal Vol II - Projetos Urbanos,2010,orientação,Recomenda a adoção de medidas moderadoras de tráfego em áreas residenciais ou próximas a equipamentos comunitários.,"Em áreas residenciais ou próximas a equipamentos públicos comunitários, recomenda-se a adoção de medidas moderadoras de tráfego, com a finalidade de obtenção de baixas velocidades, redução de tráfego e segurança viária, em especial ao pedestre e às pessoas com deficiência ou com mobilidade reduzida.
Podem ser utilizadas, dentre outros:
a. deflexões horizontais, constituídas por alterações no alinhamento e no traçado da vias, como: estreitamento e ilhas centrais, chicana, ilhas canalizadoras, pontos de estreitamento de vias, pistas adicionais, rotatórias e largura ótica;
b. gerenciamento da circulação viária, com medidas que harmonizem a convivência entre os diversos usuários do sistema de transporte, por meio de definição de áreas para estacionamentos, embarque e desembarque, carga e descarga, inversão de sentido de circulação, sistema binário.",http://acessibilidade.net.br/downloads/cartilhas/Cartilha_acessibilidade%20_projetos_urbanos-vl2.pdf,
Moderação de tráfego,Projeto,Município,Belo Horizonte,Manual,Manual de Medidas Moderadoras de Tráfego - Traffic Calming Belo Horizonte,2013,orientação,Indica as prioridades que um projeto de moderação de tráfego em áreas de circulação de 30km/h deve ter.,"Um projeto de área ambiental 30 km/h deve, portanto, priorizar a circulação de pedestres, de forma a proporcionar melhores condições de segurança e conforto. Deve, também, compatibilizar as rotas do transporte coletivo com o plano de circulação proposto, e revitalizar os espaços públicos, os marcos históricos e os referenciais turísticos e culturais. Além disso, deve estabelecer políticas adequadas de estacionamento de autos ⎯ particulares e táxis ⎯ e de carga e descarga de mercadorias.",http://www.bhtrans.pbh.gov.br/portal/page/portal/portalpublico/Temas/BHTRANS/manual-traffic-calming-2013,
Moderação de tráfego,Projeto,Município,Belo Horizonte,Manual,Manual de Medidas Moderadoras de Tráfego - Traffic Calming Belo Horizonte,2013,orientação,Apresenta as categorias de moderação de tráfego e fornece exemplos de formas de restrição da passagem de veículos.,"Existe uma grande variedade de medidas de traffic calming destinadas a complementar umas às outras em termos da redução da velocidade e da revitalização das características ambientais. Desta forma, as medidas de traffic calming podem ser divididas em duas categorias: a) aquelas projetadas primordialmente para a redução da velocidade dos veículos; e b) aquelas projetadas para criar um ambiente que induza a um modo prudente de dirigir. Estes dois grupos são o foco deste Manual e compreendem uma variedade de medidas. Ainda que não estejam no âmbito deste Manual, vale a pena mencionar que há ainda medidas restritivas contra os veículos motorizados, que são adotadas de acordo com as necessidades das áreas edificadas, tais como: tarifação de vias; restrições de estacionamento; fiscalização eletrônica, controle e determinação de rotas para veículos de carga; taxação de automóveis; taxas para permissão de veículos comerciais; e políticas de uso do solo para redução da necessidade de viagens. É importante salientar que os melhores resultados em termos da criação de uma atmosfera calma e segura, são obtidos quando várias medidas de traffic calming são combinadas. [...] Cabe aqui ressaltar que para manter a velocidade média alvo de 30 km/h em toda a área ambiental, é necessária a implantação de medidas em intervalos freqüentes para assegurar que o aumento da velocidade entre as medidas seja mínimo.",http://www.bhtrans.pbh.gov.br/portal/page/portal/portalpublico/Temas/BHTRANS/manual-traffic-calming-2013,
